"縣市鄉鎮","物資存放點","主/次分類","條碼號","品名","最小單位規格","庫存數量","單位","保存期限"
" 臺北市   文山區 "," 臺北市萬興國小 "," 寢具類 / 寢具類 "," 2021110 --"," 躺椅 "," 1個／個 "," 20 "," 個 ","  "
" 臺北市   內湖區 "," 台北市麗山國小 "," 寢具類 / 寢具類 "," 2021110 --"," 躺椅 "," 1個／個 "," 10 "," 個 ","  "
" 臺北市   北投區 "," 臺北市桃源國中 "," 寢具類 / 寢具類 "," 2021110 --"," 躺椅 "," 1個／個 "," 20 "," 個 ","  "
" 臺北市   大同區 "," 台北市大同區公所 "," 寢具類 / 寢具類 "," 2021110 --"," 躺椅 "," 1個／個 "," 16 "," 個 ","  "
" 臺北市   北投區 "," 臺北市石牌國中 "," 寢具類 / 寢具類 "," 2021110 --"," 躺椅 "," 1個／個 "," 15 "," 個 ","  "
" 臺北市   北投區 "," 臺北市新民國中 "," 寢具類 / 寢具類 "," 2021110 --"," 躺椅 "," 1個／個 "," 50 "," 個 ","  "
" 臺北市   內湖區 "," 台北市碧湖國小 "," 寢具類 / 寢具類 "," 2021110 --"," 躺椅 "," 1個／個 "," 10 "," 個 ","  "
" 臺北市   信義區 "," 台北市信義區公所B1 "," 寢具類 / 寢具類 "," 2021110 --"," 躺椅 "," 1個／個 "," 2 "," 個 ","  "
" 臺北市   南港區 "," 台北市南港國小 "," 寢具類 / 寢具類 "," 2021110 --"," 躺椅 "," 1個／個 "," 6 "," 個 ","  "
" 臺北市   南港區 "," 臺北市南港區公所 "," 寢具類 / 寢具類 "," 2021120 --"," 氣墊床 "," 1箇／箇 "," 50 "," 箇 ","  "
" 臺北市   內湖區 "," 台北市內湖區公所 "," 寢具類 / 寢具類 "," 2021120 --"," 氣墊床 "," 1箇／箇 "," 19 "," 箇 ","  "
" 臺北市   士林區 "," 臺北市士林區公所 "," 寢具類 / 寢具類 "," 2021120 --"," 氣墊床 "," 1箇／箇 "," 21 "," 箇 ","  "
" 臺北市   士林區 "," 臺北市格致國中 "," 寢具類 / 寢具類 "," 2021130 --"," 組合墊巧拼 "," 1組／組 "," 85 "," 組 ","  "
" 臺北市   士林區 "," 臺北市士林區公所 "," 寢具類 / 寢具類 "," 2021130 --"," 組合墊巧拼 "," 1組／組 "," 58 "," 組 ","  "
" 臺北市   士林區 "," 台北市士林國小 "," 寢具類 / 寢具類 "," 2021130 --"," 組合墊巧拼 "," 1組／組 "," 104 "," 組 ","  "
" 臺北市   信義區 "," 台北市博愛國小 "," 衣物類 / 成人用衣物 "," 3031010 --"," 長袖上衣 "," 1件／件 "," 20 "," 件 ","  "
" 臺北市   北投區 "," 台北市北投區公所 "," 衣物類 / 成人用衣物 "," 3031010 --"," 長袖上衣 "," 1件／件 "," 118 "," 件 ","  "
" 臺北市   信義區 "," 台北市信義區公所B1 "," 衣物類 / 成人用衣物 "," 3031010 --"," 長袖上衣 "," 1件／件 "," 27 "," 件 ","  "
" 臺北市   信義區 "," 台北市吳興國小 "," 衣物類 / 成人用衣物 "," 3031010 --"," 長袖上衣 "," 1件／件 "," 16 "," 件 ","  "
" 臺北市   信義區 "," 台北市信義區公所7F "," 衣物類 / 成人用衣物 "," 3031010 --"," 長袖上衣 "," 1件／件 "," 60 "," 件 "," 1070331 "
" 臺北市   大安區 "," 台北市大安區公所 "," 衣物類 / 成人用衣物 "," 3031010 --"," 長袖上衣 "," 1件／件 "," 12 "," 件 ","  "
" 臺北市   信義區 "," 台北市興雅國中 "," 衣物類 / 成人用衣物 "," 3031010 --"," 長袖上衣 "," 1件／件 "," 10 "," 件 ","  "
" 臺北市   中山區 "," 臺北市中山區公所 "," 衣物類 / 成人用衣物 "," 3031020 --"," 短袖上衣 "," 1件／件 "," 9 "," 件 ","  "
" 臺北市   信義區 "," 台北市信義區公所B1 "," 衣物類 / 成人用衣物 "," 3031020 --"," 短袖上衣 "," 1件／件 "," 109 "," 件 ","  "
" 臺北市   信義區 "," 台北市信義區公所7F "," 衣物類 / 成人用衣物 "," 3031020 --"," 短袖上衣 "," 1件／件 "," 21 "," 件 ","  "
" 臺北市   北投區 "," 台北市北投區公所 "," 衣物類 / 成人用衣物 "," 3031020 --"," 短袖上衣 "," 1件／件 "," 73 "," 件 ","  "
" 臺北市   信義區 "," 台北市信義國中 "," 衣物類 / 成人用衣物 "," 3031020 --"," 短袖上衣 "," 1件／件 "," 90 "," 件 ","  "
" 臺北市   南港區 "," 臺北市南港區公所 "," 衣物類 / 成人用衣物 "," 3031020 --"," 短袖上衣 "," 1件／件 "," 206 "," 件 ","  "
" 臺北市   信義區 "," 台北市興雅國中 "," 衣物類 / 成人用衣物 "," 3031020 --"," 短袖上衣 "," 1件／件 "," 80 "," 件 ","  "
" 臺北市   士林區 "," 臺北市士林區公所 "," 衣物類 / 成人用衣物 "," 3031020 --"," 短袖上衣 "," 1件／件 "," 59 "," 件 ","  "
" 臺北市   信義區 "," 台北市吳興國小 "," 衣物類 / 成人用衣物 "," 3031020 --"," 短袖上衣 "," 1件／件 "," 34 "," 件 ","  "
" 臺北市   文山區 "," 台北市安康平價住宅 "," 衣物類 / 成人用衣物 "," 3031020 --"," 短袖上衣 "," 1件／件 "," 50 "," 件 ","  "
" 臺北市   信義區 "," 台北市博愛國小 "," 衣物類 / 成人用衣物 "," 3031020 --"," 短袖上衣 "," 1件／件 "," 30 "," 件 ","  "
" 臺北市   文山區 "," 臺北市文山區公所 "," 衣物類 / 成人用衣物 "," 3031020 --"," 短袖上衣 "," 1件／件 "," 114 "," 件 ","  "
" 臺北市   信義區 "," 台北市信義區公所B1 "," 衣物類 / 成人用衣物 "," 3031030 --"," 外套 "," 1件／件 "," 46 "," 件 ","  "
" 臺北市   萬華區 "," 台北市萬華區公所 "," 衣物類 / 成人用衣物 "," 3031030 --"," 外套 "," 1件／件 "," 10 "," 件 ","  "
" 臺北市   信義區 "," 台北市信義區公所7F "," 衣物類 / 成人用衣物 "," 3031030 --"," 外套 "," 1件／件 "," 85 "," 件 ","  "
" 臺北市   大安區 "," 台北市大安區公所 "," 衣物類 / 成人用衣物 "," 3031040 --"," 長褲 "," 1件／件 "," 72 "," 件 ","  "
" 臺北市   信義區 "," 台北市博愛國小 "," 衣物類 / 成人用衣物 "," 3031040 --"," 長褲 "," 1件／件 "," 50 "," 件 ","  "
" 臺北市   信義區 "," 台北市吳興國小 "," 衣物類 / 成人用衣物 "," 3031040 --"," 長褲 "," 1件／件 "," 50 "," 件 ","  "
" 臺北市   北投區 "," 台北市北投區公所 "," 衣物類 / 成人用衣物 "," 3031040 --"," 長褲 "," 1件／件 "," 118 "," 件 ","  "
" 臺北市   信義區 "," 台北市信義區公所B1 "," 衣物類 / 成人用衣物 "," 3031040 --"," 長褲 "," 1件／件 "," 11 "," 件 ","  "
" 臺北市   信義區 "," 台北市興雅國中 "," 衣物類 / 成人用衣物 "," 3031040 --"," 長褲 "," 1件／件 "," 10 "," 件 ","  "
" 臺北市   信義區 "," 台北市信義區公所7F "," 衣物類 / 成人用衣物 "," 3031040 --"," 長褲 "," 1件／件 "," 308 "," 件 ","  "
" 臺北市   信義區 "," 台北市信義區公所B1 "," 衣物類 / 成人用衣物 "," 3031050 --"," 短褲 "," 1件／件 "," 9 "," 件 ","  "
" 臺北市   文山區 "," 臺北市文山區公所 "," 衣物類 / 成人用衣物 "," 3031050 --"," 短褲 "," 1件／件 "," 78 "," 件 ","  "
" 臺北市   信義區 "," 台北市信義國中 "," 衣物類 / 成人用衣物 "," 3031050 --"," 短褲 "," 1件／件 "," 90 "," 件 ","  "
" 臺北市   士林區 "," 臺北市士林區公所 "," 衣物類 / 成人用衣物 "," 3031050 --"," 短褲 "," 1件／件 "," 59 "," 件 ","  "
" 臺北市   信義區 "," 台北市興雅國中 "," 衣物類 / 成人用衣物 "," 3031050 --"," 短褲 "," 1件／件 "," 80 "," 件 ","  "
" 臺北市   中山區 "," 臺北市中山區公所 "," 衣物類 / 成人用衣物 "," 3031050 --"," 短褲 "," 1件／件 "," 52 "," 件 ","  "
" 臺北市   南港區 "," 臺北市南港區公所 "," 衣物類 / 成人用衣物 "," 3031050 --"," 短褲 "," 1件／件 "," 103 "," 件 ","  "
" 臺北市   中正區 "," 臺北市中正區公所 "," 衣物類 / 成人用衣物 "," 3031060 --"," 男用內衣 "," 1件／件 "," 118 "," 件 ","  "
" 臺北市   南港區 "," 台北市南港國小 "," 衣物類 / 成人用衣物 "," 3031060 --"," 男用內衣 "," 1件／件 "," 50 "," 件 ","  "
" 臺北市   萬華區 "," 台北市東園國小 "," 衣物類 / 成人用衣物 "," 3031060 --"," 男用內衣 "," 1件／件 "," 25 "," 件 ","  "
" 臺北市   大安區 "," 台北市民族國中 "," 衣物類 / 成人用衣物 "," 3031060 --"," 男用內衣 "," 1件／件 "," 12 "," 件 ","  "
" 臺北市   文山區 "," 臺北市文山區公所 "," 衣物類 / 成人用衣物 "," 3031060 --"," 男用內衣 "," 1件／件 "," 68 "," 件 ","  "
" 臺北市   大同區 "," 台北市大同區公所 "," 衣物類 / 成人用衣物 "," 3031060 --"," 男用內衣 "," 1件／件 "," 80 "," 件 ","  "
" 臺北市   內湖區 "," 台北市內湖區公所 "," 衣物類 / 成人用衣物 "," 3031060 --"," 男用內衣 "," 1件／件 "," 33 "," 件 ","  "
" 臺北市   南港區 "," 臺北市南港區公所 "," 衣物類 / 成人用衣物 "," 3031060 --"," 男用內衣 "," 1件／件 "," 79 "," 件 ","  "
" 臺北市   北投區 "," 台北市北投區公所 "," 衣物類 / 成人用衣物 "," 3031060 --"," 男用內衣 "," 1件／件 "," 73 "," 件 ","  "
" 臺北市   大安區 "," 台北市大安區公所 "," 衣物類 / 成人用衣物 "," 3031060 --"," 男用內衣 "," 1件／件 "," 14 "," 件 ","  "
" 臺北市   中山區 "," 臺北市中山區公所 "," 衣物類 / 成人用衣物 "," 3031060 --"," 男用內衣 "," 1件／件 "," 102 "," 件 ","  "
" 臺北市   南港區 "," 臺北市南港區公所 "," 衣物類 / 成人用衣物 "," 3031070 --"," 女用內衣 "," 1件／件 "," 50 "," 件 ","  "
" 臺北市   北投區 "," 台北市北投區公所 "," 衣物類 / 成人用衣物 "," 3031070 --"," 女用內衣 "," 1件／件 "," 90 "," 件 ","  "
" 臺北市   內湖區 "," 台北市內湖區公所 "," 衣物類 / 成人用衣物 "," 3031070 --"," 女用內衣 "," 1件／件 "," 37 "," 件 ","  "
" 臺北市   士林區 "," 臺北市士林區公所 "," 衣物類 / 成人用衣物 "," 3031070 --"," 女用內衣 "," 1件／件 "," 30 "," 件 ","  "
" 臺北市   萬華區 "," 台北市新和國小 "," 衣物類 / 成人用衣物 "," 3031070 --"," 女用內衣 "," 1件／件 "," 25 "," 件 ","  "
" 臺北市   大安區 "," 台北市大安區公所 "," 衣物類 / 成人用衣物 "," 3031070 --"," 女用內衣 "," 1件／件 "," 13 "," 件 ","  "
" 臺北市   大安區 "," 台北市民族國中 "," 衣物類 / 成人用衣物 "," 3031070 --"," 女用內衣 "," 1件／件 "," 12 "," 件 ","  "
" 臺北市   大同區 "," 台北市大同區公所 "," 衣物類 / 成人用衣物 "," 3031070 --"," 女用內衣 "," 1件／件 "," 79 "," 件 ","  "
" 臺北市   中山區 "," 臺北市中山區公所 "," 衣物類 / 成人用衣物 "," 3031070 --"," 女用內衣 "," 1件／件 "," 48 "," 件 ","  "
" 臺北市   萬華區 "," 台北市萬華區公所 "," 衣物類 / 成人用衣物 "," 3031080 --"," 男用內褲 "," 1件／件 "," 7 "," 件 "," 1050819 "
" 臺北市   大安區 "," 台北市大安區公所 "," 衣物類 / 成人用衣物 "," 3031080 --"," 男用內褲 "," 1件／件 "," 95 "," 件 "," 1050701 "
" 臺北市   信義區 "," 台北市信義區公所B1 "," 衣物類 / 成人用衣物 "," 3031080 --"," 男用內褲 "," 1件／件 "," 65 "," 件 "," 1050801 "
" 臺北市   中山區 "," 臺北市新興國中 "," 衣物類 / 成人用衣物 "," 3031080 --"," 男用內褲 "," 1件／件 "," 250 "," 件 "," 1051201 "
" 臺北市   內湖區 "," 台北市東湖國小 "," 衣物類 / 成人用衣物 "," 3031080 --"," 男用內褲 "," 1件／件 "," 50 "," 件 "," 1050701 "
" 臺北市   信義區 "," 台北市信義區公所B1 "," 衣物類 / 成人用衣物 "," 3031080 --"," 男用內褲 "," 1件／件 "," 315 "," 件 "," 1051001 "
" 臺北市   大安區 "," 台北市大安區公所 "," 衣物類 / 成人用衣物 "," 3031080 --"," 男用內褲 "," 1件／件 "," 95 "," 件 "," 1051201 "
" 臺北市   大安區 "," 台北市幸安國小 "," 衣物類 / 成人用衣物 "," 3031080 --"," 男用內褲 "," 1件／件 "," 75 "," 件 "," 1051201 "
" 臺北市   大同區 "," 台北市建成國中 "," 衣物類 / 成人用衣物 "," 3031080 --"," 男用內褲 "," 1件／件 "," 50 "," 件 ","  "
" 臺北市   信義區 "," 台北市博愛國小 "," 衣物類 / 成人用衣物 "," 3031080 --"," 男用內褲 "," 1件／件 "," 75 "," 件 "," 1050801 "
" 臺北市   松山區 "," 台北市民權國小 "," 衣物類 / 成人用衣物 "," 3031080 --"," 男用內褲 "," 1件／件 "," 10 "," 件 "," 1051201 "
" 臺北市   信義區 "," 台北市信義區公所7F "," 衣物類 / 成人用衣物 "," 3031080 --"," 男用內褲 "," 1件／件 "," 150 "," 件 "," 1080908 "
" 臺北市   北投區 "," 臺北市北投國小 "," 衣物類 / 成人用衣物 "," 3031080 --"," 男用內褲 "," 1件／件 "," 25 "," 件 "," 1051201 "
" 臺北市   南港區 "," 台北市南港國小 "," 衣物類 / 成人用衣物 "," 3031080 --"," 男用內褲 "," 1件／件 "," 150 "," 件 "," 1051001 "
" 臺北市   松山區 "," 台北市中崙高中 "," 衣物類 / 成人用衣物 "," 3031080 --"," 男用內褲 "," 1件／件 "," 10 "," 件 "," 1050704 "
" 臺北市   大同區 "," 台北市忠孝國中 "," 衣物類 / 成人用衣物 "," 3031080 --"," 男用內褲 "," 1件／件 "," 75 "," 件 "," 1080725 "
" 臺北市   信義區 "," 台北市信義國中 "," 衣物類 / 成人用衣物 "," 3031080 --"," 男用內褲 "," 1件／件 "," 135 "," 件 "," 1051001 "
" 臺北市   大同區 "," 台北市大同區公所 "," 衣物類 / 成人用衣物 "," 3031080 --"," 男用內褲 "," 1件／件 "," 250 "," 件 "," 1090620 "
" 臺北市   萬華區 "," 台北市東園國小 "," 衣物類 / 成人用衣物 "," 3031080 --"," 男用內褲 "," 1件／件 "," 60 "," 件 ","  "
" 臺北市   大同區 "," 台北市大同區公所 "," 衣物類 / 成人用衣物 "," 3031080 --"," 男用內褲 "," 1件／件 "," 200 "," 件 ","  "
" 臺北市   內湖區 "," 臺北市文湖國小 "," 衣物類 / 成人用衣物 "," 3031080 --"," 男用內褲 "," 1件／件 "," 250 "," 件 "," 1050701 "
" 臺北市   文山區 "," 臺北市景興國中 "," 衣物類 / 成人用衣物 "," 3031080 --"," 男用內褲 "," 1件／件 "," 110 "," 件 "," 1051201 "
" 臺北市   大安區 "," 台北市大安國小 "," 衣物類 / 成人用衣物 "," 3031080 --"," 男用內褲 "," 1件／件 "," 25 "," 件 "," 1070215 "
" 臺北市   大安區 "," 黎和里辦公處 "," 衣物類 / 成人用衣物 "," 3031080 --"," 男用內褲 "," 1件／件 "," 20 "," 件 ","  "
" 臺北市   中山區 "," 臺北市五常國中 "," 衣物類 / 成人用衣物 "," 3031080 --"," 男用內褲 "," 1件／件 "," 250 "," 件 "," 1051201 "
" 臺北市   松山區 "," 臺北市松山區公所 "," 衣物類 / 成人用衣物 "," 3031080 --"," 男用內褲 "," 1件／件 "," 10 "," 件 "," 1051201 "
" 臺北市   士林區 "," 台北市福林國小 "," 衣物類 / 成人用衣物 "," 3031080 --"," 男用內褲 "," 1件／件 "," 100 "," 件 "," 1071015 "
" 臺北市   北投區 "," 臺北市石牌國中 "," 衣物類 / 成人用衣物 "," 3031080 --"," 男用內褲 "," 1件／件 "," 50 "," 件 "," 1040801 "
" 臺北市   南港區 "," 臺北市南港區公所 "," 衣物類 / 成人用衣物 "," 3031080 --"," 男用內褲 "," 1件／件 "," 100 "," 件 "," 1051001 "
" 臺北市   萬華區 "," 台北市萬華區公所 "," 衣物類 / 成人用衣物 "," 3031080 --"," 男用內褲 "," 1件／件 "," 28 "," 件 "," 1051201 "
" 臺北市   北投區 "," 臺北市湖山國小 "," 衣物類 / 成人用衣物 "," 3031080 --"," 男用內褲 "," 1件／件 "," 25 "," 件 "," 1040801 "
" 臺北市   松山區 "," 台北市中崙高中 "," 衣物類 / 成人用衣物 "," 3031080 --"," 男用內褲 "," 1件／件 "," 10 "," 件 "," 1051201 "
" 臺北市   士林區 "," 臺北市格致國中 "," 衣物類 / 成人用衣物 "," 3031080 --"," 男用內褲 "," 1件／件 "," 100 "," 件 "," 1071015 "
" 臺北市   文山區 "," 臺北市萬興國小 "," 衣物類 / 成人用衣物 "," 3031080 --"," 男用內褲 "," 1件／件 "," 120 "," 件 ","  "
" 臺北市   士林區 "," 台北市士林國小 "," 衣物類 / 成人用衣物 "," 3031080 --"," 男用內褲 "," 1件／件 "," 100 "," 件 "," 1071015 "
" 臺北市   中正區 "," 臺北市立市大附小 "," 衣物類 / 成人用衣物 "," 3031080 --"," 男用內褲 "," 1件／件 "," 17 "," 件 ","  "
" 臺北市   文山區 "," 臺北市文山區公所 "," 衣物類 / 成人用衣物 "," 3031080 --"," 男用內褲 "," 1件／件 "," 10 "," 件 "," 1051201 "
" 臺北市   南港區 "," 台北市成德國中 "," 衣物類 / 成人用衣物 "," 3031080 --"," 男用內褲 "," 1件／件 "," 100 "," 件 "," 1051001 "
" 臺北市   信義區 "," 台北市信義區公所7F "," 衣物類 / 成人用衣物 "," 3031080 --"," 男用內褲 "," 1件／件 "," 50 "," 件 "," 1051001 "
" 臺北市   中山區 "," 臺北市中山區公所 "," 衣物類 / 成人用衣物 "," 3031080 --"," 男用內褲 "," 1件／件 "," 300 "," 件 "," 1051201 "
" 臺北市   中正區 "," 臺北市中正區公所 "," 衣物類 / 成人用衣物 "," 3031080 --"," 男用內褲 "," 1件／件 "," 111 "," 件 "," 1050731 "
" 臺北市   松山區 "," 台北市民權國小 "," 衣物類 / 成人用衣物 "," 3031080 --"," 男用內褲 "," 1件／件 "," 10 "," 件 "," 1050704 "
" 臺北市   士林區 "," 臺北市士林區公所 "," 衣物類 / 成人用衣物 "," 3031080 --"," 男用內褲 "," 1件／件 "," 250 "," 件 "," 1050819 "
" 臺北市   中正區 "," 臺北市立弘道國中 "," 衣物類 / 成人用衣物 "," 3031080 --"," 男用內褲 "," 1件／件 "," 45 "," 件 ","  "
" 臺北市   文山區 "," 台北市安康平價住宅 "," 衣物類 / 成人用衣物 "," 3031080 --"," 男用內褲 "," 1件／件 "," 375 "," 件 ","  "
" 臺北市   南港區 "," 台北市舊莊國小 "," 衣物類 / 成人用衣物 "," 3031080 --"," 男用內褲 "," 1件／件 "," 100 "," 件 "," 1051001 "
" 臺北市   大安區 "," 台北市大安國小 "," 衣物類 / 成人用衣物 "," 3031080 --"," 男用內褲 "," 1件／件 "," 75 "," 件 "," 1050701 "
" 臺北市   萬華區 "," 台北市萬華區公所 "," 衣物類 / 成人用衣物 "," 3031080 --"," 男用內褲 "," 1件／件 "," 7 "," 件 "," 1050801 "
" 臺北市   內湖區 "," 台北市內湖區公所 "," 衣物類 / 成人用衣物 "," 3031080 --"," 男用內褲 "," 1件／件 "," 445 "," 件 "," 1050701 "
" 臺北市   信義區 "," 台北市興雅國中 "," 衣物類 / 成人用衣物 "," 3031080 --"," 男用內褲 "," 1件／件 "," 135 "," 件 "," 1050801 "
" 臺北市   文山區 "," 臺北市文山區公所 "," 衣物類 / 成人用衣物 "," 3031080 --"," 男用內褲 "," 1件／件 "," 380 "," 件 "," 1080725 "
" 臺北市   北投區 "," 臺北市逸仙國小 "," 衣物類 / 成人用衣物 "," 3031080 --"," 男用內褲 "," 1件／件 "," 25 "," 件 "," 1051201 "
" 臺北市   大安區 "," 台北市大安區公所 "," 衣物類 / 成人用衣物 "," 3031080 --"," 男用內褲 "," 1件／件 "," 10 "," 件 ","  "
" 臺北市   南港區 "," 臺北市南港區公所 "," 衣物類 / 成人用衣物 "," 3031080 --"," 男用內褲 "," 1件／件 "," 163 "," 件 ","  "
" 臺北市   內湖區 "," 台北市碧湖國小 "," 衣物類 / 成人用衣物 "," 3031080 --"," 男用內褲 "," 1件／件 "," 45 "," 件 "," 1020810 "
" 臺北市   文山區 "," 臺北市景興國小 "," 衣物類 / 成人用衣物 "," 3031080 --"," 男用內褲 "," 1件／件 "," 120 "," 件 "," 1051201 "
" 臺北市   大安區 "," 台北市龍門國中 "," 衣物類 / 成人用衣物 "," 3031080 --"," 男用內褲 "," 1件／件 "," 75 "," 件 "," 1051201 "
" 臺北市   萬華區 "," 台北市萬華區公所 "," 衣物類 / 成人用衣物 "," 3031080 --"," 男用內褲 "," 1件／件 "," 3 "," 件 "," 1051001 "
" 臺北市   大安區 "," 台北市民族國中 "," 衣物類 / 成人用衣物 "," 3031080 --"," 男用內褲 "," 1件／件 "," 75 "," 件 "," 1050701 "
" 臺北市   萬華區 "," 台北市萬華區公所 "," 衣物類 / 成人用衣物 "," 3031080 --"," 男用內褲 "," 1件／件 "," 15 "," 件 "," 1050701 "
" 臺北市   內湖區 "," 台北市碧湖國小 "," 衣物類 / 成人用衣物 "," 3031080 --"," 男用內褲 "," 1件／件 "," 50 "," 件 "," 1050701 "
" 臺北市   內湖區 "," 台北市麗山國小 "," 衣物類 / 成人用衣物 "," 3031080 --"," 男用內褲 "," 1件／件 "," 50 "," 件 "," 1050701 "
" 臺北市   松山區 "," 臺北市松山區公所 "," 衣物類 / 成人用衣物 "," 3031080 --"," 男用內褲 "," 1件／件 "," 50 "," 件 "," 1050704 "
" 臺北市   大同區 "," 台北市建成國中 "," 衣物類 / 成人用衣物 "," 3031080 --"," 男用內褲 "," 1件／件 "," 25 "," 件 "," 1080725 "
" 臺北市   士林區 "," 臺北市士林區公所 "," 衣物類 / 成人用衣物 "," 3031080 --"," 男用內褲 "," 1件／件 "," 400 "," 件 "," 1071015 "
" 臺北市   北投區 "," 臺北市新民國中 "," 衣物類 / 成人用衣物 "," 3031080 --"," 男用內褲 "," 1件／件 "," 25 "," 件 "," 1051201 "
" 臺北市   北投區 "," 台北市北投區公所 "," 衣物類 / 成人用衣物 "," 3031080 --"," 男用內褲 "," 1件／件 "," 450 "," 件 "," 1051201 "
" 臺北市   北投區 "," 臺北市桃源國中 "," 衣物類 / 成人用衣物 "," 3031080 --"," 男用內褲 "," 1件／件 "," 25 "," 件 "," 1051201 "
" 臺北市   士林區 "," 台北市至善國中 "," 衣物類 / 成人用衣物 "," 3031080 --"," 男用內褲 "," 1件／件 "," 100 "," 件 "," 1071015 "
" 臺北市   北投區 "," 臺北市泉源國小 "," 衣物類 / 成人用衣物 "," 3031080 --"," 男用內褲 "," 1件／件 "," 25 "," 件 "," 1040801 "
" 臺北市   萬華區 "," 台北市萬華區公所 "," 衣物類 / 成人用衣物 "," 3031090 --"," 女用內褲 "," 1件／件 "," 25 "," 件 "," 1060830 "
" 臺北市   北投區 "," 臺北市新民國中 "," 衣物類 / 成人用衣物 "," 3031090 --"," 女用內褲 "," 1件／件 "," 25 "," 件 "," 1070501 "
" 臺北市   信義區 "," 台北市信義區公所B1 "," 衣物類 / 成人用衣物 "," 3031090 --"," 女用內褲 "," 1件／件 "," 65 "," 件 "," 1050801 "
" 臺北市   士林區 "," 臺北市士林區公所 "," 衣物類 / 成人用衣物 "," 3031090 --"," 女用內褲 "," 1件／件 "," 290 "," 件 "," 1070215 "
" 臺北市   北投區 "," 台北市北投區公所 "," 衣物類 / 成人用衣物 "," 3031090 --"," 女用內褲 "," 1件／件 "," 450 "," 件 "," 1070501 "
" 臺北市   松山區 "," 台北市民權國小 "," 衣物類 / 成人用衣物 "," 3031090 --"," 女用內褲 "," 1件／件 "," 20 "," 件 "," 1070215 "
" 臺北市   松山區 "," 台北市中崙高中 "," 衣物類 / 成人用衣物 "," 3031090 --"," 女用內褲 "," 1件／件 "," 20 "," 件 "," 1070215 "
